Round,Client_ID,Train_Acc,Test_Acc
1,0,0.6759999990463257,0.6420000195503235
1,3,0.7343000173568726,0.6872000098228455
1,2,0.7150999903678894,0.6603999733924866
1,1,0.7681999802589417,0.7095999717712402
2,0,0.8252000212669373,0.7347999811172485
2,2,0.859000027179718,0.7688000202178955
2,3,0.7437000274658203,0.6976000070571899
2,1,0.7699000239372253,0.7128000259399414
3,2,0.8569999933242798,0.7612000107765198
3,0,0.8575000166893005,0.7720000147819519
3,3,0.7997000217437744,0.7343999743461609
3,1,0.8687999844551086,0.798799991607666
4,3,0.9085999727249146,0.8116000294685364
4,0,0.9284999966621399,0.8299999833106995
4,2,0.9093999862670898,0.8119999766349792
4,1,0.9049000144004822,0.8123999834060669
5,2,0.9375,0.8367999792098999
5,3,0.9178000092506409,0.8235999941825867
5,0,0.9178000092506409,0.807200014591217
5,1,0.9221000075340271,0.8191999793052673
6,1,0.9398999810218811,0.843999981880188
6,2,0.9178000092506409,0.8151999711990356
6,3,0.9505000114440918,0.8456000089645386
6,0,0.9460999965667725,0.8371999859809875
7,2,0.9445000290870667,0.8352000117301941
7,3,0.9538999795913696,0.8456000089645386
7,0,0.9599000215530396,0.8483999967575073
7,1,0.9646999835968018,0.8623999953269958
8,2,0.9628999829292297,0.8500000238418579
8,1,0.9611999988555908,0.8604000210762024
8,0,0.9660000205039978,0.8539999723434448
8,3,0.9495999813079834,0.8284000158309937
9,3,0.9409000277519226,0.8360000252723694
9,0,0.935699999332428,0.8199999928474426
9,2,0.9631999731063843,0.8479999899864197
9,1,0.9563999772071838,0.8611999750137329
10,2,0.9609000086784363,0.8543999791145325
10,1,0.9757000207901001,0.8748000264167786
10,0,0.9460999965667725,0.8360000252723694
10,3,0.968999981880188,0.8568000197410583
11,3,0.965399980545044,0.8492000102996826
11,0,0.961899995803833,0.8460000157356262
11,2,0.9682999849319458,0.8636000156402588
11,1,0.9455000162124634,0.8447999954223633
12,3,0.9513000249862671,0.8483999967575073
12,2,0.9620000123977661,0.8543999791145325
12,1,0.917900025844574,0.8140000104904175
12,0,0.9674000144004822,0.8600000143051147
13,2,0.9796000123023987,0.8744000196456909
13,0,0.9833999872207642,0.8795999884605408
13,1,0.9782999753952026,0.8867999911308289
13,3,0.9466000199317932,0.8360000252723694
14,2,0.9804999828338623,0.8679999709129333
14,1,0.9751999974250793,0.8727999925613403
14,3,0.9693999886512756,0.8564000129699707
14,0,0.9689000248908997,0.8532000184059143
15,1,0.9994999766349792,0.9143999814987183
15,0,0.9973000288009644,0.8984000086784363
15,3,0.972599983215332,0.8560000061988831
15,2,0.9609000086784363,0.8464000225067139
16,2,0.9702000021934509,0.8443999886512756
16,3,0.9757999777793884,0.8604000210762024
16,0,0.9911999702453613,0.8799999952316284
16,1,0.9753999710083008,0.8763999938964844
17,1,0.9786999821662903,0.8751999735832214
17,0,0.9782000184059143,0.8640000224113464
17,2,0.9962000250816345,0.9043999910354614
17,3,0.9781000018119812,0.8712000250816345
18,2,0.9997000098228455,0.9160000085830688
18,1,0.9972000122070312,0.9028000235557556
18,3,0.9977999925613403,0.9016000032424927
18,0,0.9944999814033508,0.8848000168800354
19,1,0.9998999834060669,0.9168000221252441
19,0,0.9677000045776367,0.8447999954223633
19,2,0.9998999834060669,0.9192000031471252
19,3,0.9898999929428101,0.8844000101089478
20,2,0.9905999898910522,0.88919997215271
20,0,0.992900013923645,0.873199999332428
20,1,0.9998999834060669,0.9147999882698059
20,3,0.9998999834060669,0.9100000262260437
