Round,Client_ID,Train_Acc,Test_Acc
1,1,0.6471999883651733,0.5824000239372253
1,3,0.6370000243186951,0.579200029373169
1,0,0.6962000131607056,0.602400004863739
1,7,0.7156000137329102,0.646399974822998
1,4,0.6025999784469604,0.5311999917030334
1,6,0.6866000294685364,0.597599983215332
1,2,0.6549999713897705,0.5551999807357788
1,5,0.7020000219345093,0.6055999994277954
2,1,0.7784000039100647,0.6840000152587891
2,3,0.7757999897003174,0.6751999855041504
2,0,0.7781999707221985,0.6632000207901001
2,7,0.8654000163078308,0.7559999823570251
2,4,0.8281999826431274,0.7247999906539917
2,5,0.7870000004768372,0.6791999936103821
2,2,0.7982000112533569,0.6743999719619751
2,6,0.8198000192642212,0.7215999960899353
3,7,0.8769999742507935,0.7567999958992004
3,0,0.8356000185012817,0.7111999988555908
3,2,0.8629999756813049,0.7408000230789185
3,1,0.8823999762535095,0.758400022983551
3,3,0.8737999796867371,0.7616000175476074
3,4,0.9046000242233276,0.7919999957084656
3,5,0.8952000141143799,0.7688000202178955
3,6,0.909600019454956,0.7928000092506409
4,3,0.9053999781608582,0.7847999930381775
4,1,0.9017999768257141,0.7943999767303467
4,5,0.9326000213623047,0.8176000118255615
4,6,0.8863999843597412,0.7767999768257141
4,7,0.9337999820709229,0.8288000226020813
4,4,0.8754000067710876,0.7663999795913696
4,2,0.9114000201225281,0.7983999848365784
4,0,0.8974000215530396,0.7839999794960022
5,2,0.9218000173568726,0.800000011920929
5,1,0.9440000057220459,0.8047999739646912
5,7,0.9401999711990356,0.8384000062942505
5,4,0.9118000268936157,0.8008000254631042
5,6,0.9034000039100647,0.8136000037193298
5,0,0.925599992275238,0.7975999712944031
5,3,0.9142000079154968,0.8208000063896179
5,5,0.9333999752998352,0.828000009059906
6,1,0.9358000159263611,0.8416000008583069
6,0,0.9408000111579895,0.7968000173568726
6,2,0.9115999937057495,0.7807999849319458
6,4,0.9283999800682068,0.8167999982833862
6,3,0.9254000186920166,0.8080000281333923
6,5,0.9527999758720398,0.8456000089645386
6,6,0.8967999815940857,0.7968000173568726
6,7,0.9214000105857849,0.8248000144958496
7,2,0.9452000260353088,0.8216000199317932
7,1,0.9399999976158142,0.8240000009536743
7,6,0.9172000288963318,0.828000009059906
7,5,0.9648000001907349,0.8375999927520752
7,3,0.9553999900817871,0.8432000279426575
7,4,0.9380000233650208,0.8327999711036682
7,0,0.9273999929428101,0.8104000091552734
7,7,0.9350000023841858,0.8191999793052673
8,2,0.946399986743927,0.8248000144958496
8,1,0.9111999869346619,0.8095999956130981
8,5,0.9070000052452087,0.8112000226974487
8,4,0.9190000295639038,0.8047999739646912
8,7,0.9584000110626221,0.8519999980926514
8,6,0.9218000173568726,0.8343999981880188
8,0,0.9326000213623047,0.8055999875068665
8,3,0.925599992275238,0.8176000118255615
9,2,0.968999981880188,0.8560000061988831
9,7,0.9710000157356262,0.8704000115394592
9,0,0.9354000091552734,0.807200014591217
9,4,0.9539999961853027,0.8432000279426575
9,6,0.9503999948501587,0.8519999980926514
9,1,0.9646000266075134,0.8623999953269958
9,3,0.9218000173568726,0.800000011920929
9,5,0.9327999949455261,0.8343999981880188
10,2,0.9538000226020813,0.8360000252723694
10,6,0.9635999798774719,0.8496000170707703
10,3,0.9452000260353088,0.8407999873161316
10,5,0.9154000282287598,0.8047999739646912
10,1,0.9476000070571899,0.8447999954223633
10,4,0.9485999941825867,0.8479999899864197
10,0,0.9764000177383423,0.8496000170707703
10,7,0.9664000272750854,0.8503999710083008
11,0,0.9675999879837036,0.8375999927520752
11,4,0.944599986076355,0.8447999954223633
11,2,0.9602000117301941,0.8464000225067139
11,6,0.9661999940872192,0.8784000277519226
11,1,0.9617999792098999,0.8424000144004822
11,7,0.968999981880188,0.8664000034332275
11,3,0.9476000070571899,0.8456000089645386
11,5,0.9118000268936157,0.8191999793052673
12,6,0.9670000076293945,0.8744000196456909
12,0,0.9617999792098999,0.8471999764442444
12,3,0.9732000231742859,0.8479999899864197
12,7,0.967199981212616,0.8679999709129333
12,4,0.9706000089645386,0.8687999844551086
12,1,0.9882000088691711,0.8799999952316284
12,2,0.9297999739646912,0.8256000280380249
12,5,0.9702000021934509,0.8615999817848206
13,4,0.9679999947547913,0.8592000007629395
13,3,0.98580002784729,0.8903999924659729
13,7,0.9955999851226807,0.9143999814987183
13,1,0.9354000091552734,0.8263999819755554
13,2,0.942799985408783,0.8216000199317932
13,5,0.9765999913215637,0.8863999843597412
13,6,0.926800012588501,0.8352000117301941
13,0,0.9639999866485596,0.848800003528595
14,0,0.9733999967575073,0.8551999926567078
14,3,0.9549999833106995,0.853600025177002
14,2,0.9890000224113464,0.8895999789237976
14,5,0.989799976348877,0.8944000005722046
14,6,0.9825999736785889,0.8880000114440918
14,4,0.9873999953269958,0.9103999733924866
14,1,0.9557999968528748,0.853600025177002
14,7,0.9810000061988831,0.8903999924659729
15,3,0.9833999872207642,0.8751999735832214
15,1,0.9557999968528748,0.8600000143051147
15,5,0.9805999994277954,0.8840000033378601
15,2,1.0,0.909600019454956
15,6,0.9833999872207642,0.8848000168800354
15,4,0.9926000237464905,0.9071999788284302
15,0,0.9901999831199646,0.8848000168800354
15,7,0.9868000149726868,0.8935999870300293
16,1,0.9843999743461609,0.8992000222206116
16,6,0.9878000020980835,0.897599995136261
16,3,0.9932000041007996,0.8999999761581421
16,0,0.9937999844551086,0.881600022315979
16,5,0.991599977016449,0.9007999897003174
16,2,0.9825999736785889,0.8871999979019165
16,4,0.9990000128746033,0.9232000112533569
16,7,0.9955999851226807,0.902400016784668
