Round,Client_ID,Train_Acc,Test_Acc
1,0,0.7925999760627747,0.7215999960899353
1,2,0.770799994468689,0.7071999907493591
1,1,0.7735000252723694,0.7092000246047974
1,3,0.7512999773025513,0.6899999976158142
2,0,0.8867999911308289,0.8080000281333923
2,3,0.8766999840736389,0.7839999794960022
2,2,0.8569999933242798,0.7728000283241272
2,1,0.8737000226974487,0.7947999835014343
3,3,0.9125999808311462,0.8303999900817871
3,1,0.8769000172615051,0.7911999821662903
3,2,0.9214000105857849,0.8263999819755554
3,0,0.9178000092506409,0.8271999955177307
4,2,0.9204999804496765,0.8248000144958496
4,0,0.9426000118255615,0.853600025177002
4,3,0.934499979019165,0.8411999940872192
4,1,0.9422000050544739,0.8443999886512756
5,3,0.9526000022888184,0.8479999899864197
5,2,0.9521999955177307,0.8583999872207642
5,0,0.954800009727478,0.8471999764442444
5,1,0.951200008392334,0.8564000129699707
6,0,0.9707000255584717,0.8759999871253967
6,2,0.9239000082015991,0.8356000185012817
6,3,0.9466000199317932,0.8560000061988831
6,1,0.9624999761581421,0.8655999898910522
7,0,0.9294999837875366,0.8356000185012817
7,1,0.9682999849319458,0.8748000264167786
7,2,0.9623000025749207,0.8640000224113464
7,3,0.9664999842643738,0.8636000156402588
8,0,0.9466000199317932,0.8324000239372253
8,2,0.9697999954223633,0.8659999966621399
8,1,0.9581999778747559,0.8575999736785889
8,3,0.9657999873161316,0.8575999736785889
9,3,0.977400004863739,0.8939999938011169
9,1,0.9495999813079834,0.8668000102043152
9,0,0.9768000245094299,0.881600022315979
9,2,0.9599000215530396,0.8623999953269958
10,2,0.9793999791145325,0.8859999775886536
10,0,0.9684000015258789,0.8679999709129333
10,3,0.9763000011444092,0.8755999803543091
10,1,0.9625999927520752,0.8628000020980835
11,2,0.9817000031471252,0.868399977684021
11,0,0.9930999875068665,0.8996000289916992
11,1,0.9763000011444092,0.8772000074386597
11,3,0.9800999760627747,0.8848000168800354
12,3,0.9873999953269958,0.8916000127792358
12,2,0.9491999745368958,0.8435999751091003
12,1,0.9884999990463257,0.8948000073432922
12,0,0.9832000136375427,0.8831999897956848
13,3,0.9825000166893005,0.8759999871253967
13,0,0.9955000281333923,0.9088000059127808
13,2,0.996399998664856,0.9043999910354614
13,1,0.9986000061035156,0.9132000207901001
14,3,0.9995999932289124,0.9120000004768372
14,0,0.9811000227928162,0.8840000033378601
14,2,0.9894000291824341,0.8948000073432922
14,1,0.9965000152587891,0.9103999733924866
15,3,0.9941999912261963,0.8916000127792358
15,0,0.9958999752998352,0.9100000262260437
15,1,0.9965999722480774,0.9120000004768372
15,2,0.9994000196456909,0.9200000166893005
16,2,0.9944999814033508,0.8992000222206116
16,1,0.9979000091552734,0.9103999733924866
16,3,1.0,0.9232000112533569
16,0,0.9998000264167786,0.9232000112533569
17,3,1.0,0.9192000031471252
17,0,0.9997000098228455,0.9236000180244446
17,2,0.9995999932289124,0.920799970626831
17,1,0.9932000041007996,0.8944000005722046
18,3,1.0,0.9287999868392944
18,2,0.9962999820709229,0.9039999842643738
18,0,0.9980000257492065,0.9156000018119812
18,1,0.9994000196456909,0.9236000180244446
19,0,1.0,0.9340000152587891
19,1,0.9912999868392944,0.9016000032424927
19,2,0.9998999834060669,0.9232000112533569
19,3,0.9997000098228455,0.9215999841690063
20,0,1.0,0.9296000003814697
20,3,1.0,0.9247999787330627
20,2,0.9948999881744385,0.8931999802589417
20,1,1.0,0.9323999881744385
